0,286,33.0,286,91913,77047
1,108,15.0,108,84932,108028
2,42,6.0,42,139659,5421
3,211,40.0,211,60822,41168
4,238,32.0,238,55770,110710
5,106,18.0,106,130090,93380
6,166,18.0,166,126931,9009
7,194,7.0,194,43541,76299
8,289,50.0,289,152458,1542
9,266,12.0,266,68977,134873
10,215,24.0,215,38973,134277
11,256,41.0,256,17660,100920
12,259,46.0,259,167200,30800
13,287,5.0,287,128347,42373
14,218,25.0,218,45039,120791
15,291,28.0,291,123028,30902
16,182,28.0,182,84856,69564
17,15,0.0,15,125980,10420
18,249,7.0,249,52699,143781
19,120,0.0,120,18234,197226
20,121,19.0,121,74404,90306
21,30,2.0,30,131246,62344
22,130,14.0,130,69659,99601
23,36,0.0,36,153106,78374
24,52,1.0,52,72448,108672
25,310,5.0,310,82793,88117
26,178,29.0,178,64806,136794
27,220,5.0,220,81432,71938
28,96,0.0,96,91050,53010
29,56,3.0,56,32987,88253
