0,21,2.0,21,931,158319
1,76,4.0,76,35962,78518
2,176,14.0,176,20134,143306
3,159,2.0,159,26280,190440
4,71,12.0,71,75105,106685
5,73,6.0,73,120245,81895
6,272,11.0,272,121412,32668
7,56,2.0,56,8368,214022
8,15,0.0,15,50497,102323
9,290,43.0,290,107990,77770
10,274,17.0,274,131872,92768
11,280,14.0,280,150659,28821
12,265,5.0,265,106087,13033
13,31,4.0,31,25579,146971
14,283,23.0,283,93542,59338
15,105,12.0,105,33855,177185
16,177,5.0,177,30269,85411
17,141,12.0,141,33823,83937
18,231,37.0,231,48068,149212
19,110,19.0,110,1845,108875
20,24,1.0,24,75378,59022
21,118,2.0,118,78402,52718
22,33,1.0,33,112110,4160
23,84,3.0,84,18893,100387
24,57,8.0,57,91921,87769
25,295,18.0,295,27628,80732
26,242,6.0,242,52807,138173
27,118,6.0,118,182,157948
28,92,16.0,92,90369,19471
29,140,25.0,140,105151,24289
