0,138,18.0,138,24229,156311
1,100,18.0,100,60295,72995
2,190,17.0,190,76171,128939
3,91,9.0,91,87512,11398
4,296,1.0,296,126627,1823
5,105,2.0,105,117544,5896
6,258,12.0,258,26220,186000
7,141,8.0,141,46225,77255
8,219,26.0,219,65025,167985
9,128,9.0,128,5254,127406
10,167,8.0,167,79030,157670
11,13,0.0,13,22226,156764
12,98,10.0,98,117822,15738
13,102,0.0,102,58736,59184
14,15,1.0,15,112407,67593
15,191,11.0,191,95932,59858
16,10,0.0,10,102484,67036
17,284,9.0,284,7162,106038
18,85,13.0,85,84578,45182
19,37,5.0,37,61717,58053
20,309,7.0,309,121712,48108
21,99,14.0,99,96073,111927
22,232,37.0,232,120428,21742
23,123,14.0,123,90787,40113
24,171,29.0,171,12096,134944
25,84,0.0,84,115506,46224
26,253,5.0,253,142288,19262
27,207,38.0,207,82624,39056
28,222,18.0,222,17914,155616
29,278,32.0,278,65549,93891
